player_id	total_recharge	total_withdraw	net_loss	loss_percent	recharge_tier
37181403	5000.00	0.00	5000.00	100.0	3500+
39003052	5000.00	0.00	5000.00	100.0	3500+
39125283	5000.00	0.00	5000.00	100.0	3500+
39461081	5000.00	0.00	5000.00	100.0	3500+
41655489	5000.00	0.00	5000.00	100.0	3500+
42914809	5000.00	0.00	5000.00	100.0	3500+
43481247	5000.00	0.00	5000.00	100.0	3500+
43913851	5000.00	0.00	5000.00	100.0	3500+
44598142	5000.00	107.00	4893.00	97.9	3500+
46724372	5000.00	0.00	5000.00	100.0	3500+
48733684	5000.00	0.00	5000.00	100.0	3500+
37139444	4930.00	0.00	4930.00	100.0	3500+
31444791	4900.00	0.00	4900.00	100.0	3500+
42285086	4900.00	0.00	4900.00	100.0	3500+
10885814	4900.00	0.00	4900.00	100.0	3500+
73854599	4900.00	0.00	4900.00	100.0	3500+
86483729	4900.00	0.00	4900.00	100.0	3500+
56758102	4900.00	0.00	4900.00	100.0	3500+
57208062	4900.00	0.00	4900.00	100.0	3500+
59389698	4900.00	0.00	4900.00	100.0	3500+
67105647	4900.00	0.00	4900.00	100.0	3500+
90704309	4900.00	0.00	4900.00	100.0	3500+
95116062	4800.00	0.00	4800.00	100.0	3500+
35437000	4800.00	400.00	4400.00	91.7	3500+
28759588	4800.00	0.00	4800.00	100.0	3500+
68955613	4800.00	0.00	4800.00	100.0	3500+
74732784	4770.00	0.00	4770.00	100.0	3500+
82315032	4700.00	0.00	4700.00	100.0	3500+
87065747	4700.00	0.00	4700.00	100.0	3500+
49523365	4700.00	0.00	4700.00	100.0	3500+
10125883	4700.00	0.00	4700.00	100.0	3500+
21781370	4700.00	0.00	4700.00	100.0	3500+
29498005	4700.00	0.00	4700.00	100.0	3500+
30207691	4700.00	0.00	4700.00	100.0	3500+
82707409	4637.00	0.00	4637.00	100.0	3500+
72474126	4600.00	0.00	4600.00	100.0	3500+
84956873	4600.00	100.00	4500.00	97.8	3500+
21509580	4600.00	0.00	4600.00	100.0	3500+
24188677	4600.00	0.00	4600.00	100.0	3500+
28771860	4600.00	0.00	4600.00	100.0	3500+
33651296	4600.00	0.00	4600.00	100.0	3500+
37722895	4600.00	200.00	4400.00	95.7	3500+
43277039	4600.00	0.00	4600.00	100.0	3500+
49029691	4600.00	0.00	4600.00	100.0	3500+
59606338	4600.00	0.00	4600.00	100.0	3500+
60372055	4598.00	300.00	4298.00	93.5	3500+
53820463	4500.00	0.00	4500.00	100.0	3500+
54933095	4500.00	0.00	4500.00	100.0	3500+
57837717	4500.00	0.00	4500.00	100.0	3500+
